643557529	20160405	201604	2016	2016.2603											USA	IDAHO	USA								1	112	112	11	3	-2.0	8	4	8	-14.2038663736285	0							3	Twin Falls, Idaho, United States	US	USID	42.563	-114.461	398273	3	Twin Falls, Idaho, United States	US	USID	42.563	-114.461	398273	20170405	http://www.sfgate.com/news/crime/article/3-boys-admit-to-charges-in-Idaho-apartment-11050495.php
643557530	20160405	201604	2016	2016.2603											USA	TWIN FALLS	USA								1	112	112	11	3	-2.0	13	4	13	-14.2038663736285	0							3	Twin Falls, Idaho, United States	US	USID	42.563	-114.461	398273	2	Idaho, United States	US	USID	44.2394	-114.51	ID	20170405	http://www.sfgate.com/news/crime/article/3-boys-admit-to-charges-in-Idaho-apartment-11050495.php
643557531	20160405	201604	2016	2016.2603											USA	IDAHO	USA								1	180	180	18	4	-9.0	40	4	40	-14.2038663736285	0							2	Idaho, United States	US	USID	44.2394	-114.51	ID	2	Idaho, United States	US	USID	44.2394	-114.51	ID	20170405	http://www.sfgate.com/news/crime/article/3-boys-admit-to-charges-in-Idaho-apartment-11050495.php
643557532	20160405	201604	2016	2016.2603											USA	UNITED STATES	USA								1	190	190	19	4	-10.0	8	1	8	-18.4615384615385	0							3	Muscatine, Iowa, United States	US	USIA	41.4245	-91.0432	465186	3	Muscatine, Iowa, United States	US	USIA	41.4245	-91.0432	465186	20170405	http://www.ourquadcities.com/news/guilty-plea-in-drive-by-shooting/687031925
643557533	20160405	201604	2016	2016.2603											USA	UNITED STATES	USA								1	193	193	19	4	-10.0	8	1	8	-18.4615384615385	0							3	Muscatine, Iowa, United States	US	USIA	41.4245	-91.0432	465186	3	Muscatine, Iowa, United States	US	USIA	41.4245	-91.0432	465186	20170405	http://www.ourquadcities.com/news/guilty-plea-in-drive-by-shooting/687031925
643557534	20160405	201604	2016	2016.2603	CHN	CHINESE	CHN																		1	1712	171	17	4	-9.2	250	1	250	4.90620149308893	0							0							0							20170405	http://powertalk967.iheart.com/onair/coast-to-coast-am-55811/claw-master-collects-massive-haul-15709525/
643557535	20160405	201604	2016	2016.2603	COP	BORDER PATROL						COP			LEG	SENATE						LEG			1	112	112	11	3	-2.0	630	63	630	-5.82095685236716	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170405	http://www.660wxqw.com/news/border-apprehensions-continue-to-fall-under-trump/
643557536	20160405	201604	2016	2016.2603	CVL	COMMUNITY						CVL													1	020	020	02	1	3.0	10	1	10	-10.2167182662539	3	Los Angeles, California, United States	US	USCA	34.0522	-118.244	1662328	0							3	Los Angeles, California, United States	US	USCA	34.0522	-118.244	1662328	20170405	http://www.dailynews.com/general-news/20170404/hate-crimes-in-la-are-spiking-and-the-most-violent-ones-are-up-the-most
643557537	20160405	201604	2016	2016.2603	EDU	SCHOOL						EDU													1	051	051	05	1	3.4	4	1	4	5.23809523809524	3	Negaunee, Michigan, United States	US	USMI	46.4991	-87.6118	633261	0							3	Negaunee, Michigan, United States	US	USMI	46.4991	-87.6118	633261	20170405	https://abc10up.com/2017/04/04/local-high-school-1-of-2-with-perfect-graduation-last-year/
643557538	20160405	201604	2016	2016.2603	EDU	SCHOOL						EDU			USA	UNITED STATES	USA								1	051	051	05	1	3.4	6	1	6	5.23809523809524	3	Negaunee, Michigan, United States	US	USMI	46.4991	-87.6118	633261	3	Negaunee, Michigan, United States	US	USMI	46.4991	-87.6118	633261	3	Negaunee, Michigan, United States	US	USMI	46.4991	-87.6118	633261	20170405	https://abc10up.com/2017/04/04/local-high-school-1-of-2-with-perfect-graduation-last-year/
643557539	20160405	201604	2016	2016.2603	ELI	RETIRED						ELI			USA	ALASKA	USA								1	130	130	13	3	-4.4	12	4	12	-0.578106951698808	3	Fairbanks, Alaska, United States	US	USAK	64.8378	-147.716	1401958	2	Alaska, United States	US	USAK	61.385	-152.268	AK	2	Alaska, United States	US	USAK	61.385	-152.268	AK	20170405	http://www.newstribune.com/news/news/story/2017/apr/04/we-pupils-more-states-teach-founding-us-documents/668315/
643557540	20160405	201604	2016	2016.2603	GBR	UNITED KINGDOM	GBR																		1	020	020	02	1	3.0	24	6	24	-2.1505376344086	1	United Kingdom	UK	UK	54	-2	UK	0							4	Kremlin, Moskva, Russia	RS	RS48	55.7522	37.6156	-2960561	20170405	http://www.windsorstar.com/news/world/inside+kremlin+gate+scandal+trump+russia+useful+idiot+been/13269103/story.html
643557541	20160405	201604	2016	2016.2603	GOV	PRIME MINISTER						GOV			IND	NEW DELHI	IND								1	010	010	01	1	0.0	3	3	3	4.76415710704639	1	Japan	JA	JA	36	138	JA	1	Japan	JA	JA	36	138	JA	1	Japan	JA	JA	36	138	JA	20170405	http://www.dnaindia.com/india/report-sri-sri-ravi-shankar-inaugurates-yoga-club-in-japanese-2381905
643557542	20160405	201604	2016	2016.2603	GOV	ADMINISTRATION						GOV			USA	AMERICAN	USA								0	163	163	16	4	-8.0	8	4	8	-4.98357795922267	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Iran	IR	IR	32	53	IR	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	20170405	http://www.thestarphoenix.com/news/national/canadian+allegedly+planned+smuggle+military+equipment/13269010/story.html
643557543	20160405	201604	2016	2016.2603	GOV	ADMINISTRATION						GOV			USA	AMERICAN	USA								0	163	163	16	4	-8.0	40	5	40	-5.0598237407687	1	Iran	IR	IR	32	53	IR	3	Washington, District of Columbia, United States	US	USDC	38.8951	-77.0364	531871	1	Iran	IR	IR	32	53	IR	20170405	http://www.thestarphoenix.com/news/national/canadian+allegedly+planned+smuggle+military+equipment/13269010/story.html
643557544	20160405	201604	2016	2016.2603	JPNELI	SHINZO ABE	JPN					ELI													0	010	010	01	1	0.0	16	4	16	4.77261277977974	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	0							4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20170405	http://www.dnaindia.com/india/report-sri-sri-ravi-shankar-inaugurates-yoga-club-in-japanese-2381905
643557545	20160405	201604	2016	2016.2603	JPNELI	SHINZO ABE	JPN					ELI			IND	NEW DELHI	IND								0	010	010	01	1	0.0	13	4	13	4.77261277977974	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	28.6	77.2	-2106102	20170405	http://www.dnaindia.com/india/report-sri-sri-ravi-shankar-inaugurates-yoga-club-in-japanese-2381905
643557546	20160405	201604	2016	2016.2603	JPNELI	SHINZO ABE	JPN					ELI			IND	NEW DELHI	IND								0	010	010	01	1	0.0	3	3	3	4.76415710704639	1	Japan	JA	JA	36	138	JA	1	Japan	JA	JA	36	138	JA	1	Japan	JA	JA	36	138	JA	20170405	http://www.dnaindia.com/india/report-sri-sri-ravi-shankar-inaugurates-yoga-club-in-japanese-2381905
643557547	20160405	201604	2016	2016.2603	JUD	APPEALS COURT						JUD													1	120	120	12	3	-4.0	64	9	58	-12.0188140203452	3	Erie, Pennsylvania, United States	US	USPA	42.1292	-80.0851	1174305	0							3	Erie, Pennsylvania, United States	US	USPA	42.1292	-80.0851	1174305	20170405	http://www.startribune.com/the-latest-woman-in-collar-bomb-case-dies-of-natural-causes/418276723/
643557548	20160405	201604	2016	2016.2603	JUD	APPEALS COURT						JUD													1	120	120	12	3	-4.0	526	47	388	-10.766361458362	3	Fort Worth, Texas, United States	US	USTX	32.7254	-97.3208	1380947	0							3	Fort Worth, Texas, United States	US	USTX	32.7254	-97.3208	1380947	20170405	http://www.kristv.com/story/35070462/the-latest-woman-in-collar-bomb-case-dies-of-natural-causes
